datetime	day_of_year	hour	month	season	temperature	cloud_cover	precipitation	wind_speed	solar_irradiance	generation_kw
2024-01-01 00:00:00	1	0	1	1	5.520645666598785	0.7583623603287312	1.230045956253702	7.0336366457810655	0.0	0.0
2024-01-01 01:00:00	1	1	1	1	6.4595999764747996	0.22986619220795737	0.0	6.7882893913419124	0.0	0.0
2024-01-01 02:00:00	1	2	1	1	9.18729876488257	0.5068048690027691	0.0	4.326765509053838	0.0	0.0
2024-01-01 03:00:00	1	3	1	1	13.843996391178532	0.3442787048142055	0.0	6.480154887055671	0.0	0.0
2024-01-01 04:00:00	1	4	1	1	10.390953545012266	0.5874897863069961	0.0	3.5214140280378046	0.0	0.0
2024-01-01 05:00:00	1	5	1	1	10.273169510485515	0.3568541581864405	0.0	3.57845956158521	0.0	0.0
2024-01-01 06:00:00	1	6	1	1	13.835019731858827	0.40866751921255673	0.0	3.569590605999902	403.6140384229993	2.5546432185658396
2024-01-01 07:00:00	1	7	1	1	14.186398263081612	0.2159826085863604	0.0	5.643113219173099	471.1017905598384	4.044255819890267
2024-01-01 08:00:00	1	8	1	1	15.952838613994194	0.4307506289628456	0.0	7.86568932420493	341.1922050471046	2.060218125485166
2024-01-01 09:00:00	1	9	1	1	15.792761937444379	0.7913228492636498	0.4314665918999405	6.945853580762277	167.29160626164904	0.6179621531807756
2024-01-01 10:00:00	1	10	1	1	17.035978844906175	0.3671672730946737	0.0	8.097005432964954	210.86438981793543	1.395229716815427
2024-01-01 11:00:00	1	11	1	1	18.087690514423194	0.8004574736822364	2.2057539881450143	7.421661920794489	60.20100460559313	0.21334828231148964
2024-01-01 12:00:00	1	12	1	1	20.245680070440404	0.1578152607143816	0.0	2.855380300570064	6.283789437800499e-14	5.658991607294474e-16
2024-01-01 13:00:00	1	13	1	1	15.837061156104157	0.735984936971369	0.0	6.655926651433016	0.0	0.0
2024-01-01 14:00:00	1	14	1	1	17.932100864449804	0.6769881949270036	0.0	7.464669444991439	0.0	0.0
2024-01-01 15:00:00	1	15	1	1	14.375369663963781	0.5249393117652603	0.0	7.708816883523227	0.0	0.0
2024-01-01 16:00:00	1	16	1	1	16.714608231857838	0.1808497708699269	0.0	8.293343123225178	0.0	0.0
2024-01-01 17:00:00	1	17	1	1	16.03830435071397	0.9750648385068311	1.403554724225145	5.316233482930701	0.0	0.0
2024-01-01 18:00:00	1	18	1	1	13.942150475286883	0.4902401230991805	0.0	7.67127332484975	0.0	0.0
2024-01-01 19:00:00	1	19	1	1	10.735040236048423	0.21618767638986278	0.0	4.328662232466453	0.0	0.0
2024-01-01 20:00:00	1	20	1	1	13.079019393184026	0.2840323988466664	0.0	5.901272106011826	0.0	0.0
2024-01-01 21:00:00	1	21	1	1	9.54559461129848	0.30205221021138107	0.0	6.05991360650866	0.0	0.0
2024-01-01 22:00:00	1	22	1	1	8.75410103571143	0.5843290313984413	0.0	6.196570149059238	0.0	0.0
2024-01-01 23:00:00	1	23	1	1	8.14088442121421	0.13864364280679842	0.0	6.257260731381101	0.0	0.0
2024-01-02 00:00:00	2	0	1	1	8.394812830098546	0.8486933838085974	0.0	6.4369384148994735	0.0	0.0
2024-01-02 01:00:00	2	1	1	1	8.621756027193616	0.6282724781348351	0.0	2.7514398498912453	0.0	0.0
2024-01-02 02:00:00	2	2	1	1	7.715806938523324	0.7045443770787859	0.04193995869884298	5.215288305263854	0.0	0.0
2024-01-02 03:00:00	2	3	1	1	8.53137136413411	0.4640334706743366	0.0	5.885688395128588	0.0	0.0
2024-01-02 04:00:00	2	4	1	1	10.123798339187147	0.7581022454120339	0.6050709900063745	2.1160946766656896	0.0	0.0
2024-01-02 05:00:00	2	5	1	1	12.24601466075012	0.25130905665960684	0.0	9.019733542811343	0.0	0.0
2024-01-02 06:00:00	2	6	1	1	13.016635198632144	0.5849263628457305	0.0	8.387730850519814	321.0034158489746	1.7194586525912818
2024-01-02 07:00:00	2	7	1	1	14.31153431023107	0.7148441318092297	0.0	5.6754622157642265	256.24047437322446	1.043019068629134
2024-01-02 08:00:00	2	8	1	1	17.400687573918397	0.7669430385365967	1.5678401937789852	4.558884961122131	210.38669186101163	0.7992508324463726
2024-01-02 09:00:00	2	9	1	1	17.77601344991256	0.22137600608953253	0.0	7.149134378812885	337.24456022278105	2.666090334617595
2024-01-02 10:00:00	2	10	1	1	16.164599639307976	0.27647533396341656	0.0	7.2175045657252115	226.6514351436525	1.8460112871661005
2024-01-02 11:00:00	2	11	1	1	17.542521029803755	0.463365726790428	0.0	7.04549094747011	96.5764289014239	0.6268047474527783
2024-01-02 12:00:00	2	12	1	1	15.672019584754533	0.1506007902459716	0.0	7.359764507747248	6.212540435608823e-14	4.658813440625348e-16
2024-01-02 13:00:00	2	13	1	1	16.401204239094078	0.305242719201222	0.0	7.819893513376309	0.0	0.0
2024-01-02 14:00:00	2	14	1	1	17.268424236667276	0.354585132867043	0.0	6.258993471487319	0.0	0.0
2024-01-02 15:00:00	2	15	1	1	17.50477345683996	0.6554454009884773	0.7832567632751998	3.2544897717515955	0.0	0.0
2024-01-02 16:00:00	2	16	1	1	14.670967392665254	0.30278073686928675	0.0	4.353713439720339	0.0	0.0
2024-01-02 17:00:00	2	17	1	1	16.162271149419116	0.8089131403564876	2.293089293588845	5.02576630986418	0.0	0.0
2024-01-02 18:00:00	2	18	1	1	12.05457138937557	0.35812321703918515	0.0	8.044411711832817	0.0	0.0
2024-01-02 19:00:00	2	19	1	1	14.253960861112626	0.47982438141798656	0.0	6.549394185754435	0.0	0.0
2024-01-02 20:00:00	2	20	1	1	10.357809269611314	0.1999403209013833	0.0	3.61274310232097	0.0	0.0
2024-01-02 21:00:00	2	21	1	1	9.873806947164132	0.4159175598202448	0.0	8.87653762432423	0.0	0.0
2024-01-02 22:00:00	2	22	1	1	5.731958068824936	0.5037041609132605	0.0	1.8695959880377782	0.0	0.0
2024-01-02 23:00:00	2	23	1	1	7.634877031191678	0.3183417652202205	0.0	5.57455787783873	0.0	0.0
2024-01-03 00:00:00	3	0	1	1	7.86978434622762	0.08680901745792025	0.0	3.1345310788068685	0.0	0.0
2024-01-03 01:00:00	3	1	1	1	7.9748464904058265	0.18853967554014361	0.0	4.9122032855146855	0.0	0.0
2024-01-03 02:00:00	3	2	1	1	5.5619124437106775	0.3335883798082636	0.0	5.845003549196315	0.0	0.0
2024-01-03 03:00:00	3	3	1	1	6.5577572979627385	0.09231782425757146	0.0	7.061292850722559	0.0	0.0
2024-01-03 04:00:00	3	4	1	1	10.73253815795717	0.5404879282179932	0.0	5.567171143859509	0.0	0.0
2024-01-03 05:00:00	3	5	1	1	13.558221052888843	0.43649906816222317	0.0	7.8892684576069945	0.0	0.0
